,ALTURA TOTAL,FAMILIA,Nombre común,Nombre científico
2191,4.5,MALVACEAE,Cacao,Theobroma cacao 
2192,9.5,ANNONACEAE,Guanábano,Annona muricata 
2193,6.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2194,16.0,FABACEAE,Cedro amarillo,Albizia guachapele 
2195,4.5,RUTACEAE,Naranjo,Citrus sinensis 
2196,6.2,MALVACEAE,Cacao,Theobroma cacao 
2197,9.2,CLUSIACEAE,Madroño,Garcinia madruno
2198,14.0,FABACEAE,Chiminango,Phithecellobium dulce 
2199,2.9,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2200,10.6,SAPOTACEAE,Caimito,Chrysophyllum cainito
2201,14.0,ARAUCARIACEAE,Araucaria,Araucaria heterophylla
2202,5.1,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2203,3.9,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2204,8.0,LAURACEAE,Aguacatillo,Persea caerulea
2205,16.0,FABACEAE,Búcaro,Erythrina fusca 
2206,14.0,URTICACEAE,Yarumo,Cecropia sp. 
2207,7.0,ANACARDIACEAE,Mango,Mangifera indica 
2208,16.0,COMBRETACEAE,Almendro,Terminalia catappa 
2209,17.0,POLYGONACEAE,Vara santa,Triplaris americana
2210,9.5,MALPIGHIACEAE,Noro,Byrsonima crassifolia
2211,7.3,ANACARDIACEAE,Mango,Mangifera indica 
2212,10.5,POLYGONACEAE,Vara santa,Triplaris americana
2213,6.8,MYRTACEAE,Guayabo,Psidium guajava 
2214,10.8,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2215,3.1,ARECACEAE,Palma areca,Dypsis lutescens
2216,5.0,ARECACEAE,Palma milpesos,Oenocarpus sp.
2217,1.6,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2218,11.5,ARECACEAE,Palma abanico (2),Washingtonia sp.
2219,17.0,MELIACEAE,Cedro,Cedrela odorata 
2220,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2221,2.3,ARECACEAE,Desconocido,Desconocido
2222,4.8,ARECACEAE,Wettinia,Wettinia sp.
2223,3.3,LAURACEAE,Canelo,Cinnamomum verum
2224,10.2,CASUARINACEAE,Casuarina,Casuarina equisetifolia 
2225,14.5,FABACEAE,Acacia rosada,Cassia javanica 
2226,8.5,SIMAROUBACEAE,Cedrillo,Simarouba amara
2227,3.5,FABACEAE,Arizá,Brownea ariza 
2228,14.0,RUTACEAE,Mango matasano,Casimiroa edulis 
2229,18.0,ANACARDIACEAE,Caracolí,Anacardium excelsum 
2230,16.0,MALVACEAE,Majagua,Hibiscus tiliaceus 
2231,12.5,FABACEAE,Chiminango,Phithecellobium dulce 
2232,2.0,LAURACEAE,Canelo,Cinnamomum verum
2233,7.5,MELIACEAE,Cedro,Cedrela odorata 
2234,6.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2235,14.0,FABACEAE,Chiminango,Phithecellobium dulce 
2236,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
2237,12.0,FABACEAE,Chiminango,Phithecellobium dulce 
2238,12.0,FABACEAE,Chiminango,Phithecellobium dulce 
2239,5.6,MELIACEAE,Cedro macho,Guarea guidonia
2240,10.0,MYRTACEAE,Pero de agua,Syzygium malaccense
2241,5.8,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2242,12.0,ARECACEAE,Palma real,Roystonea regia 
2243,4.1,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2244,7.0,SAPOTACEAE,Caimito,Chrysophyllum cainito
2245,12.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2246,4.0,FABACEAE,Carbonero (2),Calliandra pittieri 
2247,5.2,FABACEAE,Carbonero (2),Calliandra pittieri 
2248,7.0,FABACEAE,Carbonero (2),Calliandra pittieri 
2249,18.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2250,7.0,LECYTHIDACEAE,Abarco,Cariniana pyriformis 
2251,6.6,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2252,9.2,LAURACEAE,Aguacate,Persea americana 
2253,12.0,CLUSIACEAE,Clusia,Clusia sp.
2254,16.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2255,9.5,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2256,9.2,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2257,12.5,FABACEAE,Guamo,Inga sp.
2258,7.0,FABACEAE,Balsamo,Myroxylon balsamum
2259,7.2,ANACARDIACEAE,Mango,Mangifera indica 
2260,8.5,COMBRETACEAE,Almendro,Terminalia catappa 
2261,6.8,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2262,6.2,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2263,11.5,ARECACEAE,Palma abanico (2),Washingtonia sp.
2264,3.2,CLUSIACEAE,Trompillo,Arawakia lanceolata
2265,3.4,ARECACEAE,Palma escoba,Cryosophila kalbreyeri
2266,14.0,OLEACEAE,Urapán,Fraxinus uhdei 
2267,4.0,ARECACEAE,Palma escoba,Cryosophila kalbreyeri
2268,8.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2269,5.3,RUTACEAE,Naranjo agrio,Citrus sp.
2270,13.5,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2271,14.0,COMBRETACEAE,Almendro,Terminalia catappa 
2272,10.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2273,15.0,URTICACEAE,Yarumo,Cecropia sp. 
2274,3.3,ARECACEAE,Palma escoba,Cryosophila kalbreyeri
2275,2.9,CLUSIACEAE,Trompillo,Arawakia lanceolata
2276,3.0,ARECACEAE,Palma escoba,Cryosophila kalbreyeri
2277,2.8,ANNONACEAE,Chirimoya,Annona reticulata
2278,2.6,ARECACEAE,Palma escoba,Cryosophila kalbreyeri
2279,15.0,FABACEAE,Guamo bejuco,Inga edulis 
2280,7.0,ANACARDIACEAE,Mango,Mangifera indica 
2281,15.0,ARECACEAE,Palma abanico (2),Washingtonia sp.
2282,17.0,URTICACEAE,Yarumo,Cecropia sp. 
2283,11.0,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2284,17.0,MELIACEAE,Cedro,Cedrela odorata 
2285,10.8,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2286,11.0,FABACEAE,Guamo bejuco,Inga edulis 
2287,11.0,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2288,10.8,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2289,16.0,ARECACEAE,Palma de coco,Cocos nucifera 
2290,6.2,ZYGOPHYLLACEAE,Guayacán bola,Bulnesia arborea 
2291,16.0,ANACARDIACEAE,Mango,Mangifera indica 
2292,13.0,ARECACEAE,Palma Bismarckia,Bismarckia nobilis
2293,2.3,MALVACEAE,Almirajo,Patinoa almirajo
2294,10.8,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2295,8.0,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2296,17.4,ANACARDIACEAE,Caracolí,Anacardium excelsum 
2297,6.8,ANACARDIACEAE,Mango,Mangifera indica 
2298,14.0,FABACEAE,Chiminango,Phithecellobium dulce 
2299,2.5,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2300,9.0,FABACEAE,Suribio,Zygia longifolia 
2301,6.2,BIGNONIACEAE,Totumo,Crescentia cujete 
2302,6.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2303,14.0,FABACEAE,Búcaro,Erythrina fusca 
2304,2.3,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2305,6.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2306,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
2307,6.9,MALPIGHIACEAE,Huesito,Malpighia glabra 
2308,4.0,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2309,6.8,ANACARDIACEAE,Mango,Mangifera indica 
2310,15.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
2311,3.4,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2312,2.5,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2313,8.5,ANACARDIACEAE,Mango,Mangifera indica 
2314,2.9,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2315,3.4,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2316,4.1,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2317,3.8,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2318,12.0,ANNONACEAE,Ylang-ylang,Cananga odorata
2319,2.9,EUPHORBIACEAE,Peregrina,Jatropha integerrima 
2320,7.8,ANACARDIACEAE,Mango,Mangifera indica 
2321,5.0,RUBIACEAE,Árbol murciélago,Pentagonia pinnatifida
2322,5.7,LAURACEAE,Aguacate,Persea americana 
2323,4.0,FABACEAE,Carbonero de pluma,Calliandra medellinensis
2324,12.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2325,13.0,MELIACEAE,Cedro macho,Guarea guidonia
2326,15.2,COMBRETACEAE,Almendro,Terminalia catappa 
2327,11.0,FABACEAE,Cámbulo,Erythrina poeppigiana 
2328,11.0,LAURACEAE,Aguacate,Persea americana 
2329,7.2,MORACEAE,Ficus pandurata,Ficus lyrata
2330,19.0,COMBRETACEAE,Terminalia,Terminalia ivorensis
2331,9.0,MORACEAE,Ficus pandurata,Ficus lyrata
2332,2.3,LAURACEAE,Aguacate,Persea americana 
2333,8.2,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2334,10.5,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2335,16.0,MELIACEAE,Caobo,Swietenia macrophylla 
2336,10.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2337,5.2,VERBENACEAE,Duranta arbórea,Duranta erecta 
2338,5.2,MYRTACEAE,Guayabo,Psidium guajava 
2339,9.8,FABACEAE,Guamo bejuco,Inga edulis 
2340,7.0,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2341,9.5,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2342,6.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2343,2.9,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2344,12.0,CLUSIACEAE,Madroño,Garcinia madruno
2345,9.5,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2346,4.4,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2347,4.9,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2348,13.0,FABACEAE,Búcaro,Erythrina fusca 
2349,14.0,FABACEAE,Dahlstedtia colombiana,Dahlstedtia colombiana
2350,5.8,URTICACEAE,Yarumo,Cecropia sp. 
2351,3.0,LAURACEAE,Aguacate,Persea americana 
2352,2.8,FABACEAE,Casco de vaca blanco,Bahuinia picta
2353,3.1,LAURACEAE,Aguacate,Persea americana 
2354,9.0,FABACEAE,Rayo,Parkia pendula 
2355,7.9,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2356,2.0,LAURACEAE,Aguacate,Persea americana 
2357,10.8,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans 
2358,3.7,ARECACEAE,Palma abanico,Livistona sp.
2359,16.0,ARECACEAE,Palma real,Roystonea regia 
2360,13.0,ARECACEAE,Palma abanico,Livistona sp.
2361,1.4,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2362,7.2,FABACEAE,Arizá,Brownea ariza 
2363,20.0,MELIACEAE,Cedro,Cedrela odorata 
2364,8.0,MYRTACEAE,Guayabo,Psidium guajava 
2365,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2366,7.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2367,16.0,ARECACEAE,Palma real,Roystonea regia 
2368,3.8,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2369,12.0,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2370,10.0,FABACEAE,Cedro amarillo,Albizia guachapele 
2371,15.0,FABACEAE,Suribio,Zygia longifolia 
2372,4.3,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2373,3.8,APOCYNACEAE,Frangipán,Plumeria rubra 
2374,3.1,APOCYNACEAE,Frangipán,Plumeria rubra 
2375,3.0,APOCYNACEAE,Frangipán,Plumeria rubra 
2376,16.0,MORACEAE,Sande Mora,Clarisia racemosa 
2377,4.2,APOCYNACEAE,Frangipán,Plumeria rubra 
2378,3.5,APOCYNACEAE,Frangipán,Plumeria rubra 
2379,4.2,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2380,4.2,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2381,16.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
2382,5.4,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2383,4.1,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2384,3.1,VERBENACEAE,Estrella de oriente,Petrea volubilis 
2385,9.3,ANACARDIACEAE,Ciruelo,Spondias purpurea 
2386,17.0,MELIACEAE,Cedro,Cedrela odorata 
2387,14.0,URTICACEAE,Yarumo,Cecropia sp. 
2388,2.0,VERBENACEAE,Estrella de oriente,Petrea rugosa
2389,11.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2390,4.0,VERBENACEAE,Estrella de oriente,Petrea rugosa
2391,8.0,MYRTACEAE,Guayabo,Psidium guajava 
2392,17.0,MORACEAE,Árbol del pan,Artocarpus altilis
2393,7.2,ARECACEAE,Palma manila,Veitchia merrillii 
2394,9.0,ANACARDIACEAE,Mango,Mangifera indica 
2395,8.0,EBENACEAE,Zapote negro,Diospyros digyna 
2396,8.1,EBENACEAE,Zapote negro,Diospyros digyna 
2397,6.8,PODOCARPACEAE,Pino chaquiro,Retrophyllum rospigliosii
2398,16.0,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2399,6.4,PODOCARPACEAE,Pino chaquiro,Retrophyllum rospigliosii
2400,10.0,PHYLLANTHACEAE,Bischofia,Bischofia javanica 
2401,1.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2402,8.5,FABACEAE,Cucharo,Swartzia robiniifolia
2403,8.5,MALVACEAE,Macondo,Cavanillesia platanifolia
2404,1.1,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2405,7.1,,Desconocido,Desconocido
2406,7.0,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2407,4.2,LAURACEAE,Aguacate,Persea americana 
2408,2.0,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
2409,9.5,FABACEAE,Guamo bejuco,Inga edulis 
2410,17.0,FABACEAE,Dahlstedtia colombiana,Dahlstedtia colombiana
2411,2.3,RUBIACEAE,Coralillo,Isertia haenkeana
2412,0.9,MYRTACEAE,Guayabo,Psidium guajava 
2413,3.7,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
2414,1.2,MYRTACEAE,Pero de agua,Syzygium malaccense
2415,2.4,RUBIACEAE,Coralillo,Isertia haenkeana
2416,2.9,RUBIACEAE,Azuceno de monte,Posoqueria latifolia
2417,2.3,MYRTACEAE,Guayabo jaboticaba,Myrciaria cauliflora
2418,7.8,ANACARDIACEAE,Mango,Mangifera indica 
2419,12.0,MYRTACEAE,Pero de agua,Syzygium malaccense
2420,7.0,ANACARDIACEAE,Mango,Mangifera indica 
2421,14.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2422,6.8,MYRTACEAE,Guayabo,Psidium guajava 
2423,2.55,ANNONACEAE,Ylang-ylang,Cananga odorata
2424,6.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2425,9.2,FABACEAE,Palo cruz,Brownea grandiceps 
2426,8.2,ROSACEAE,Níspero del Japón,Eriobotrya japonica
2427,6.5,MALPIGHIACEAE,Huesito,Malpighia glabra 
2428,6.2,MALPIGHIACEAE,Huesito,Malpighia glabra 
2429,15.0,FABACEAE,Balsamo,Myroxylon balsamum
2430,7.5,SAPOTACEAE,Caimito,Chrysophyllum argenteum
2431,7.2,EUPHORBIACEAE,Liberal,Euphorbia cotinifolia 
2432,14.5,SAPOTACEAE,Caimito,Chrysophyllum argenteum
2433,2.0,LAURACEAE,Aguacate,Persea americana 
2434,13.0,FABACEAE,Guayacan trebol,Platymiscium pinnatum
2435,6.8,ARECACEAE,Palma sancona (1),Socratea exorrhiza 
2436,18.0,ANACARDIACEAE,Mango,Mangifera indica 
2437,9.0,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2438,9.0,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2439,13.0,URTICACEAE,Yarumo,Cecropia sp. 
2440,11.8,ARECACEAE,Palma corozo del Orinoco,Aiphanes horrida
2441,15.0,URTICACEAE,Yarumo,Cecropia sp. 
2442,10.5,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2443,1.9,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
2444,2.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2445,15.0,OLEACEAE,Urapán,Fraxinus uhdei 
2446,8.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2447,17.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2448,6.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2449,0.78,MALVACEAE,Ceiba verde,Pseudobombax septenatum 
2450,1.7,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2451,17.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2452,3.6,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2453,7.6,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2454,1.6,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2455,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2456,14.0,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2457,13.0,OLEACEAE,Urapán,Fraxinus uhdei 
2458,17.0,OLEACEAE,Urapán,Fraxinus uhdei 
2459,10.5,COMBRETACEAE,Almendro,Terminalia catappa 
2460,12.0,FABACEAE,Casco de vaca blanco,Bahuinia picta
2461,8.0,FABACEAE,Guamo,Inga edulis 
2462,8.0,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2463,8.0,FABACEAE,Guamo,Inga edulis 
2464,3.6,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2465,6.8,SAPINDACEAE,Chumbimbo,Sapindus saponaria 
2466,1.6,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2467,1.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2468,6.0,PERACEAE,Quiebra hacha,Pera arborea
2469,5.8,FABACEAE,Rayo,Parkia pendula 
2470,5.4,FABACEAE,Rayo,Parkia pendula 
2471,11.5,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2472,7.4,ANACARDIACEAE,Ciruelo,Spondias purpurea 
2473,5.3,ANACARDIACEAE,Mango,Mangifera indica 
2474,9.5,MYRTACEAE,Pomo,Syzygium jambos 
2475,7.6,ANNONACEAE,Guanábano,Annona muricata 
2476,9.5,ROSACEAE,Durazno de monte,Prunus sp.
2477,3.9,SALICACEAE,Manzana kei de sudáfrica,Dovyalis caffra
2478,1.5,MAGNOLIACEAE,Magnolio,Magnolia Silvioi
2479,5.1,ANACARDIACEAE,Mango,Mangifera indica 
2480,4.6,ANACARDIACEAE,Mango,Mangifera indica 
2481,4.6,ANACARDIACEAE,Mango,Mangifera indica 
2482,4.3,ANACARDIACEAE,Mango,Mangifera indica 
2483,5.3,ANACARDIACEAE,Mango,Mangifera indica 
2484,4.6,ANACARDIACEAE,Mango,Mangifera indica 
2485,6.3,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2486,4.5,ANACARDIACEAE,Mango,Mangifera indica 
2487,3.5,ANACARDIACEAE,Mango,Mangifera indica 
2488,4.6,ANACARDIACEAE,Mango,Mangifera indica 
2489,3.1,ANACARDIACEAE,Mango,Mangifera indica 
2490,4.3,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2491,7.0,MALVACEAE,Ceiba de tierra fria,Spirotheca rosea
2492,6.3,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2493,6.2,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2494,6.1,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2495,8.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2496,7.0,FABACEAE,Carbonero (2),Calliandra pittieri 
2497,5.0,FABACEAE,Pavo real,Calliandra surinamensis
2498,2.9,FABACEAE,Clavellino,Caesalpinia pulcherrima
2499,7.0,MALVACEAE,Ceiba Tolúa,Bombacopsis quinata 
2500,6.8,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2501,4.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2502,9.8,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus 
2503,13.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
2504,6.0,ROSACEAE,Durazno de monte,Prunus sp.
2505,5.8,ANACARDIACEAE,Mango,Mangifera indica 
2506,15.0,FABACEAE,Chiminango,Phithecellobium dulce 
2507,7.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2508,0.8,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2509,7.8,FABACEAE,Gualanday (2),Jacaranda hesperia 
2510,15.0,OLEACEAE,Urapán,Fraxinus uhdei 
2511,7.0,MALPIGHIACEAE,Huesito,Malpighia glabra 
2512,11.0,FABACEAE,Gualanday (2),Jacaranda hesperia 
2513,17.0,OLEACEAE,Urapán,Fraxinus uhdei 
2514,10.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2515,12.0,OLEACEAE,Urapán,Fraxinus uhdei 
2516,2.4,EUPHORBIACEAE,Papayuelo,Cnidoscolus aconitifolius
2517,2.6,APOCYNACEAE,Catape,Thevetia peruviana 
2518,2.5,RUBIACEAE,Hamelia,Hamelia patens
2519,5.5,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2520,5.3,MYRTACEAE,Guayabo,Psidium guajava 
2521,6.3,SAPOTACEAE,Zapote de carne,Pouteria sapota
2522,7.5,FABACEAE,Lluvia de oro,Cassia fistula 
2523,14.0,BORAGINACEAE,Nogal cafetero,Cordia alliodora 
2524,7.2,MORACEAE,Dinde,Maclura tinctoria 
2525,16.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2526,7.0,ANACARDIACEAE,Ciruelo,Spondias purpurea 
2527,15.0,URTICACEAE,Yarumo,Cecropia sp. 
2528,16.0,ARAUCARIACEAE,Araucaria,Araucaria heterophylla
2529,18.0,FABACEAE,Piñón de oreja,Enterolobium cyclocarpum 
2530,16.0,URTICACEAE,Yarumo,Cecropia sp. 
2531,3.0,BIGNONIACEAE,Navajuelo,Delostoma integrifolium
2532,4.2,LECYTHIDACEAE,Mula muerta,Gustavia romeroi
2533,2.7,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2534,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2535,6.0,ANACARDIACEAE,Mango,Mangifera indica 
2536,5.8,FABACEAE,Parasiempre,Caesalpinia sp.
2537,0.4,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2538,0.35,ZYGOPHYLLACEAE,Guayacán azul,Guaiacum officinale
2539,13.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2540,5.0,LAURACEAE,Alcanfor,Cinnamomum camphora
2541,13.0,FABACEAE,Mataraton,Gliricidia sepium
2542,8.5,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2543,3.0,LAURACEAE,Comino crespo,Aniba perutilis 
2544,16.0,OLEACEAE,Urapán,Fraxinus uhdei 
2545,11.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2546,4.1,ARECACEAE,Palma abanico de la china,Livistona chinensis
2547,8.0,FABACEAE,Parasiempre,Caesalpinia sp.
2548,9.5,FABACEAE,Carbonero zorro,Cojoba arboricola
2549,4.4,RUBIACEAE,Punta guayabo,Wittmackanthus stanleyanus 
2550,3.9,LAURACEAE,Alcanfor,Cinnamomum camphora
2551,1.3,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2552,12.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2553,6.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2554,6.8,MYRTACEAE,Guayabo,Psidium guajava 
2555,8.5,ANACARDIACEAE,Mango,Mangifera indica 
2556,1.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2557,8.0,LECYTHIDACEAE,Cococristal,Lecythis mesophylla
2558,5.3,FABACEAE,Guayacan trebol,Platymiscium pinnatum
2559,6.2,LECYTHIDACEAE,Cococristal,Lecythis mesophylla
2560,4.3,OXALIDACEAE,Carambolo,Averrhoa carambola 
2561,8.0,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2562,2.6,FABACEAE,Rosa de monte,Brownea rosa-de-monte
2563,14.0,RUTACEAE,Mango matasano,Casimiroa edulis 
2564,16.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
2565,10.0,FABACEAE,Casco de vaca orquidea,Bauhinia variegata 
2566,17.0,FABACEAE,Carbonero zorro,Cojoba arboricola
2567,16.0,FABACEAE,Carbonero zorro,Cojoba arboricola
2568,9.2,FABACEAE,Acacia roja,Delonix regia 
2569,17.0,MALVACEAE,Ceiba pentandra,Ceiba pentandra 
2570,8.5,FABACEAE,Acacia roja,Delonix regia 
2571,5.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2572,5.4,MALPIGHIACEAE,Huesito,Malpighia glabra 
2573,4.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2574,5.8,MALPIGHIACEAE,Huesito,Malpighia glabra 
2575,5.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2576,5.3,MALPIGHIACEAE,Huesito,Malpighia glabra 
2577,12.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2578,11.0,EUPHORBIACEAE,Inchi,Caryodendron orinocense
2579,12.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2580,13.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2581,14.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2582,10.0,LECYTHIDACEAE,Abarco,Cariniana pyriformis 
2583,4.2,RUBIACEAE,Punta guayabo,Wittmackanthus stanleyanus 
2584,8.5,FABACEAE,Guamo bejuco,Inga edulis 
2585,2.0,BIGNONIACEAE,Totumo,Crescentia cujete 
2586,7.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2587,11.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2588,7.6,MELIACEAE,Cedro misionero,Cedrela fissilis
2589,4.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2590,5.0,LECYTHIDACEAE,Membrillo,Gustavia superba
2591,10.0,ANACARDIACEAE,Falso pimiento,Schinus terebinthifolius 
2592,14.0,LYTHRACEAE,Guayacán de manizales,Lafoensia speciosa 
2593,9.0,ANACARDIACEAE,Mango,Mangifera indica 
2594,2.7,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2595,12.0,ARECACEAE,Palma pindo,Syagrus romanzoffiana 
2596,1.8,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus
2597,0.8,CYCADACEAE,Cyca,Cycas sp.
2598,8.0,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea 
2599,6.2,ANACARDIACEAE,Mango,Mangifera indica 
2600,18.0,OLEACEAE,Urapán,Fraxinus uhdei 
2601,5.8,ANACARDIACEAE,Mango,Mangifera indica 
