,startA,startB,Distancia,Tiempo (min)
587,Dian Alpujarra,Calle 19A Villa Carlota,2.56,16.5333333333
588,Dian Alpujarra,Politécnico,3.2,18.6666666667
589,Dian Alpujarra,Telemedellín,2.64,16.8
590,Dian Alpujarra,Industriales Metro,1.52,13.0666666667
591,Dian Alpujarra,MAMM,2.16,15.2
592,Dian Alpujarra,Río Aburrá,1.52,13.0666666667
593,Dian Alpujarra,Villa Carlota,2.24,15.4666666667
594,Dian Alpujarra,Ciudad del Río,2.56,16.5333333333
595,Dian Alpujarra,Industriales Metroplús,1.04,11.4666666667
596,Dian Alpujarra,Nutibara,2.0,14.6666666667
597,Dian Alpujarra,Juan Pablo II,3.52,19.7333333333
598,Dian Alpujarra,Picacha la 76,2.72,17.0666666667
599,Dian Alpujarra,Parques del río,0.88,10.9333333333
600,Dian Alpujarra,La 33,1.84,14.1333333333
601,Dian Alpujarra,Rosales,2.48,16.2666666667
602,Dian Alpujarra,Maria Luisa Calle,4.56,23.2
603,Dian Alpujarra,Unidad Deportiva de Belén,2.08,14.9333333333
605,Dian Alpujarra,Cafetero,1.84,14.1333333333
606,Dian Alpujarra,Metro Envigado Sur,0.48,9.6
607,Dian Alpujarra,Metro Envigado Norte,0.64,10.1333333333
608,Dian Alpujarra,Auxiliar Metro Envigado,0.56,9.86666666667
609,Dian Alpujarra,La Ultima Estación,0.56,9.86666666667
610,Dian Alpujarra,Pista de Patinaje,0.56,9.86666666667
611,Dian Alpujarra,Villas de Vallejuelos,0.72,10.4
612,Dian Alpujarra,Iglesia Alcalá,0.72,10.4
613,Dian Alpujarra,Los Urapanes,0.88,10.9333333333
614,Dian Alpujarra,Parque Débora Arango,0.8,10.6666666667
615,Dian Alpujarra,Porton de Alcalá,0.96,11.2
616,Dian Alpujarra,El MUA,0.96,11.2
617,Dian Alpujarra,Viva Envigado,1.12,11.7333333333
618,Dian Alpujarra,Guanteros,1.04,11.4666666667
619,Dian Alpujarra,Envigado Centro,1.2,12.0
620,Dian Alpujarra,Puente fundadores,0.64,10.1333333333
621,Dian Alpujarra,Sabaneta Metro,2.24,15.4666666667
622,Dian Alpujarra,Las Vegas 69 Sur,2.48,16.2666666667
623,Dian Alpujarra,Santa Ana,2.48,16.2666666667
624,Dian Alpujarra,Calle Nueva,3.28,18.9333333333
625,Dian Alpujarra,La Barquereña,2.8,17.3333333333
626,Dian Alpujarra,Entre amigos,2.88,17.6
627,Dian Alpujarra,Sabaneta Centro,2.96,17.8666666667
628,Dian Alpujarra,Aves María,3.12,18.4
629,Dian Alpujarra,Biblioteca Sabaneta,3.12,18.4
630,Dian Alpujarra,Parque 4 Elementos,2.64,16.8
631,Dian Alpujarra,Puente de la 77 Sur,3.12,18.4
634,Dian Alpujarra,Bahía Ciclovia,1.52,13.0666666667
635,Dian Alpujarra,Ideas,1.2,12.0
636,Dian Alpujarra,Parque Itaguí,0.8,10.6666666667
637,Dian Alpujarra,Metróplus Cami,0.8,10.6666666667
638,Dian Alpujarra,Doña María,1.12,11.7333333333
639,Dian Alpujarra,Los Naranjos,1.12,11.7333333333
640,Dian Alpujarra,Villa Paula,1.12,11.7333333333
641,Dian Alpujarra,Parque el Artista,1.68,13.6
642,Dian Alpujarra,Puente pan de Queso I,2.24,15.4666666667
643,Dian Alpujarra,Puente pan de Queso II,2.24,15.4666666667
644,Dian Alpujarra,Metro Bello,0.72,10.4
645,Dian Alpujarra,Parque Bello,0.8,10.6666666667
648,Distrito Creativo,Moravia,4.32,22.4
649,Distrito Creativo,Universidad,3.6,20.0
650,Distrito Creativo,Ruta N,3.12,18.4
651,Distrito Creativo,Robledo,4.8,24.0
652,Distrito Creativo,Campus Nacional,3.44,19.4666666667
653,Distrito Creativo,Dian Alpujarra,1.12,11.7333333333
654,Distrito Creativo,Plaza de La Libertad,1.2,12.0
655,Distrito Creativo,Parque de Las Luces II,1.28,12.2666666667
656,Distrito Creativo,Pies Descalzos I,1.52,13.0666666667
657,Distrito Creativo,Area Metropolitana,1.12,11.7333333333
658,Distrito Creativo,Plaza Mayor,1.28,12.2666666667
659,Distrito Creativo,Parque de Las Luces I,1.28,12.2666666667
660,Distrito Creativo,Pies Descalzos II,1.52,13.0666666667
661,Distrito Creativo,Málaga,1.28,12.2666666667
662,Distrito Creativo,Palacé,0.4,9.33333333333
663,Distrito Creativo,Museo de Antioquia,1.92,14.4
664,Distrito Creativo,San Antonio,1.36,12.5333333333
665,Distrito Creativo,Parque Berrio,1.68,13.6
666,Distrito Creativo,Palacio de la Cultura,1.76,13.8666666667
667,Distrito Creativo,SIU-UdeA,2.64,16.8
668,Distrito Creativo,Primer Parque de Laureles,3.68,20.2666666667
669,Distrito Creativo,Otra Banda,2.72,17.0666666667
671,Distrito Creativo,Florida Nueva,3.12,18.4
673,Distrito Creativo,María Mulata,3.12,18.4
675,Distrito Creativo,Batallón,3.76,20.5333333333
676,Distrito Creativo,Calle 51 Los Colores,3.92,21.0666666667
679,Distrito Creativo,Orquídeas,3.68,20.2666666667
680,Distrito Creativo,Santa Teresita,2.4,16.0
681,Distrito Creativo,La 65,2.32,15.7333333333
682,Distrito Creativo,San Pedro y San Pablo,3.6,20.0
683,Distrito Creativo,Parque de Los Mangos,2.08,14.9333333333
684,Distrito Creativo,Pedro Nel Gómez,2.8,17.3333333333
685,Distrito Creativo,Estadio,2.96,17.8666666667
686,Distrito Creativo,Suramericana,2.56,16.5333333333
687,Distrito Creativo,Colombia,2.8,17.3333333333
688,Distrito Creativo,San Juan,2.72,17.0666666667
691,Distrito Creativo,Floresta,3.76,20.5333333333
692,Distrito Creativo,Parque de los Enamorados,2.88,17.6
693,Distrito Creativo,Salazar y Herrera,3.44,19.4666666667
694,Distrito Creativo,Unicentro,1.6,13.3333333333
695,Distrito Creativo,Calle 19A Villa Carlota,1.44,12.8
696,Distrito Creativo,Politécnico,2.24,15.4666666667
697,Distrito Creativo,Telemedellín,1.52,13.0666666667
698,Distrito Creativo,Industriales Metro,0.72,10.4
699,Distrito Creativo,MAMM,1.36,12.5333333333
700,Distrito Creativo,Río Aburrá,0.72,10.4
701,Distrito Creativo,Villa Carlota,1.44,12.8
702,Distrito Creativo,Ciudad del Río,1.44,12.8
703,Distrito Creativo,Industriales Metroplús,0.88,10.9333333333
704,Distrito Creativo,Nutibara,1.84,14.1333333333
705,Distrito Creativo,Juan Pablo II,3.36,19.2
706,Distrito Creativo,Picacha la 76,2.56,16.5333333333
707,Distrito Creativo,Parques del río,2.0,14.6666666667
708,Distrito Creativo,La 33,1.68,13.6
709,Distrito Creativo,Rosales,2.32,15.7333333333
710,Distrito Creativo,Maria Luisa Calle,4.4,22.6666666667
711,Distrito Creativo,Unidad Deportiva de Belén,1.92,14.4
713,Distrito Creativo,Cafetero,1.68,13.6
714,Distrito Creativo,Metro Envigado Sur,0.64,10.1333333333
715,Distrito Creativo,Metro Envigado Norte,0.48,9.6
716,Distrito Creativo,Auxiliar Metro Envigado,0.56,9.86666666667
717,Distrito Creativo,La Ultima Estación,0.56,9.86666666667
718,Distrito Creativo,Pista de Patinaje,0.56,9.86666666667
719,Distrito Creativo,Villas de Vallejuelos,0.56,9.86666666667
720,Distrito Creativo,Iglesia Alcalá,0.4,9.33333333333
721,Distrito Creativo,Los Urapanes,0.24,8.8
722,Distrito Creativo,Parque Débora Arango,0.32,9.06666666667
723,Distrito Creativo,Porton de Alcalá,0.64,10.1333333333
724,Distrito Creativo,El MUA,0.48,9.6
725,Distrito Creativo,Viva Envigado,0.32,9.06666666667
726,Distrito Creativo,Guanteros,0.56,9.86666666667
727,Distrito Creativo,Envigado Centro,0.56,9.86666666667
728,Distrito Creativo,Puente fundadores,0.48,9.6
729,Distrito Creativo,Sabaneta Metro,2.88,17.6
730,Distrito Creativo,Las Vegas 69 Sur,2.96,17.8666666667
731,Distrito Creativo,Santa Ana,2.64,16.8
732,Distrito Creativo,Calle Nueva,3.44,19.4666666667
733,Distrito Creativo,La Barquereña,2.96,17.8666666667
734,Distrito Creativo,Entre amigos,3.04,18.1333333333
735,Distrito Creativo,Sabaneta Centro,3.12,18.4
736,Distrito Creativo,Aves María,3.28,18.9333333333
737,Distrito Creativo,Biblioteca Sabaneta,3.28,18.9333333333
738,Distrito Creativo,Parque 4 Elementos,2.8,17.3333333333
739,Distrito Creativo,Puente de la 77 Sur,3.6,20.0
742,Distrito Creativo,Bahía Ciclovia,1.68,13.6
743,Distrito Creativo,Ideas,1.36,12.5333333333
744,Distrito Creativo,Parque Itaguí,1.76,13.8666666667
745,Distrito Creativo,Metróplus Cami,1.92,14.4
746,Distrito Creativo,Doña María,2.24,15.4666666667
747,Distrito Creativo,Los Naranjos,1.76,13.8666666667
748,Distrito Creativo,Villa Paula,2.08,14.9333333333
749,Distrito Creativo,Parque el Artista,2.8,17.3333333333
750,Distrito Creativo,Puente pan de Queso I,2.4,16.0
751,Distrito Creativo,Puente pan de Queso II,2.4,16.0
752,Distrito Creativo,Metro Bello,0.88,10.9333333333
753,Distrito Creativo,Parque Bello,1.6,13.3333333333
756,Plaza de La Libertad,Moravia,3.28,18.9333333333
757,Plaza de La Libertad,Universidad,2.56,16.5333333333
758,Plaza de La Libertad,Ruta N,2.08,14.9333333333
759,Plaza de La Libertad,Robledo,3.6,20.0
760,Plaza de La Libertad,Campus Nacional,2.24,15.4666666667
761,Plaza de La Libertad,Dian Alpujarra,0.08,8.26666666667
762,Plaza de La Libertad,Distrito Creativo,1.2,12.0
763,Plaza de La Libertad,Parque de Las Luces II,0.24,8.8
764,Plaza de La Libertad,Pies Descalzos I,0.32,9.06666666667
765,Plaza de La Libertad,Area Metropolitana,0.08,8.26666666667
766,Plaza de La Libertad,Plaza Mayor,0.24,8.8
767,Plaza de La Libertad,Parque de Las Luces I,0.24,8.8
768,Plaza de La Libertad,Pies Descalzos II,0.32,9.06666666667
769,Plaza de La Libertad,Málaga,0.4,9.33333333333
770,Plaza de La Libertad,Palacé,0.8,10.6666666667
771,Plaza de La Libertad,Museo de Antioquia,0.88,10.9333333333
772,Plaza de La Libertad,San Antonio,0.48,9.6
773,Plaza de La Libertad,Parque Berrio,0.8,10.6666666667
774,Plaza de La Libertad,Palacio de la Cultura,0.88,10.9333333333
775,Plaza de La Libertad,SIU-UdeA,1.6,13.3333333333
776,Plaza de La Libertad,Primer Parque de Laureles,3.6,20.0
777,Plaza de La Libertad,Otra Banda,1.52,13.0666666667
779,Plaza de La Libertad,Florida Nueva,1.92,14.4
781,Plaza de La Libertad,María Mulata,1.92,14.4
783,Plaza de La Libertad,Batallón,2.56,16.5333333333
784,Plaza de La Libertad,Calle 51 Los Colores,2.72,17.0666666667
787,Plaza de La Libertad,Orquídeas,2.48,16.2666666667
788,Plaza de La Libertad,Santa Teresita,2.48,16.2666666667
789,Plaza de La Libertad,La 65,1.12,11.7333333333
790,Plaza de La Libertad,San Pedro y San Pablo,2.4,16.0
791,Plaza de La Libertad,Parque de Los Mangos,1.2,12.0
792,Plaza de La Libertad,Pedro Nel Gómez,2.08,14.9333333333
793,Plaza de La Libertad,Estadio,1.76,13.8666666667
794,Plaza de La Libertad,Suramericana,1.36,12.5333333333
795,Plaza de La Libertad,Colombia,1.6,13.3333333333
796,Plaza de La Libertad,San Juan,1.52,13.0666666667
799,Plaza de La Libertad,Floresta,2.56,16.5333333333
800,Plaza de La Libertad,Parque de los Enamorados,1.68,13.6
801,Plaza de La Libertad,Salazar y Herrera,2.24,15.4666666667
802,Plaza de La Libertad,Unicentro,1.68,13.6
803,Plaza de La Libertad,Calle 19A Villa Carlota,2.64,16.8
804,Plaza de La Libertad,Politécnico,3.28,18.9333333333
805,Plaza de La Libertad,Telemedellín,2.72,17.0666666667
806,Plaza de La Libertad,Industriales Metro,1.6,13.3333333333
807,Plaza de La Libertad,MAMM,2.24,15.4666666667
808,Plaza de La Libertad,Río Aburrá,1.6,13.3333333333
809,Plaza de La Libertad,Villa Carlota,2.32,15.7333333333
810,Plaza de La Libertad,Ciudad del Río,2.64,16.8
811,Plaza de La Libertad,Industriales Metroplús,1.12,11.7333333333
812,Plaza de La Libertad,Nutibara,1.92,14.4
813,Plaza de La Libertad,Juan Pablo II,3.44,19.4666666667
814,Plaza de La Libertad,Picacha la 76,2.64,16.8
815,Plaza de La Libertad,Parques del río,0.8,10.6666666667
816,Plaza de La Libertad,La 33,1.76,13.8666666667
817,Plaza de La Libertad,Rosales,2.4,16.0
818,Plaza de La Libertad,Maria Luisa Calle,4.48,22.9333333333
819,Plaza de La Libertad,Unidad Deportiva de Belén,2.0,14.6666666667
821,Plaza de La Libertad,Cafetero,1.76,13.8666666667
822,Plaza de La Libertad,Metro Envigado Sur,0.56,9.86666666667
823,Plaza de La Libertad,Metro Envigado Norte,0.72,10.4
824,Plaza de La Libertad,Auxiliar Metro Envigado,0.64,10.1333333333
825,Plaza de La Libertad,La Ultima Estación,0.64,10.1333333333
826,Plaza de La Libertad,Pista de Patinaje,0.64,10.1333333333
827,Plaza de La Libertad,Villas de Vallejuelos,0.8,10.6666666667
828,Plaza de La Libertad,Iglesia Alcalá,0.8,10.6666666667
829,Plaza de La Libertad,Los Urapanes,0.96,11.2
830,Plaza de La Libertad,Parque Débora Arango,0.88,10.9333333333
831,Plaza de La Libertad,Porton de Alcalá,1.04,11.4666666667
832,Plaza de La Libertad,El MUA,1.04,11.4666666667
833,Plaza de La Libertad,Viva Envigado,1.2,12.0
834,Plaza de La Libertad,Guanteros,1.12,11.7333333333
835,Plaza de La Libertad,Envigado Centro,1.28,12.2666666667
836,Plaza de La Libertad,Puente fundadores,0.72,10.4
837,Plaza de La Libertad,Sabaneta Metro,2.32,15.7333333333
838,Plaza de La Libertad,Las Vegas 69 Sur,2.56,16.5333333333
839,Plaza de La Libertad,Santa Ana,2.56,16.5333333333
840,Plaza de La Libertad,Calle Nueva,3.36,19.2
841,Plaza de La Libertad,La Barquereña,2.88,17.6
842,Plaza de La Libertad,Entre amigos,2.96,17.8666666667
843,Plaza de La Libertad,Sabaneta Centro,3.04,18.1333333333
844,Plaza de La Libertad,Aves María,3.2,18.6666666667
845,Plaza de La Libertad,Biblioteca Sabaneta,3.2,18.6666666667
846,Plaza de La Libertad,Parque 4 Elementos,2.72,17.0666666667
847,Plaza de La Libertad,Puente de la 77 Sur,3.2,18.6666666667
850,Plaza de La Libertad,Bahía Ciclovia,1.6,13.3333333333
851,Plaza de La Libertad,Ideas,1.28,12.2666666667
852,Plaza de La Libertad,Parque Itaguí,0.88,10.9333333333
853,Plaza de La Libertad,Metróplus Cami,0.72,10.4
854,Plaza de La Libertad,Doña María,1.2,12.0
855,Plaza de La Libertad,Los Naranjos,1.2,12.0
856,Plaza de La Libertad,Villa Paula,1.2,12.0
857,Plaza de La Libertad,Parque el Artista,1.76,13.8666666667
858,Plaza de La Libertad,Puente pan de Queso I,2.32,15.7333333333
859,Plaza de La Libertad,Puente pan de Queso II,2.32,15.7333333333
860,Plaza de La Libertad,Metro Bello,0.8,10.6666666667
861,Plaza de La Libertad,Parque Bello,0.88,10.9333333333
864,Parque de Las Luces II,Moravia,3.04,18.1333333333
865,Parque de Las Luces II,Universidad,2.32,15.7333333333
866,Parque de Las Luces II,Ruta N,1.84,14.1333333333
867,Parque de Las Luces II,Robledo,3.52,19.7333333333
868,Parque de Las Luces II,Campus Nacional,2.16,15.2
869,Parque de Las Luces II,Dian Alpujarra,0.16,8.53333333333
870,Parque de Las Luces II,Distrito Creativo,1.28,12.2666666667
871,Parque de Las Luces II,Plaza de La Libertad,0.24,8.8
872,Parque de Las Luces II,Pies Descalzos I,0.56,9.86666666667
873,Parque de Las Luces II,Area Metropolitana,0.32,9.06666666667
874,Parque de Las Luces II,Plaza Mayor,0.48,9.6
875,Parque de Las Luces II,Parque de Las Luces I,0.0,8.0
876,Parque de Las Luces II,Pies Descalzos II,0.56,9.86666666667
877,Parque de Las Luces II,Málaga,0.16,8.53333333333
878,Parque de Las Luces II,Palacé,0.88,10.9333333333
879,Parque de Las Luces II,Museo de Antioquia,0.64,10.1333333333
880,Parque de Las Luces II,San Antonio,0.24,8.8
881,Parque de Las Luces II,Parque Berrio,0.56,9.86666666667
882,Parque de Las Luces II,Palacio de la Cultura,0.64,10.1333333333
883,Parque de Las Luces II,SIU-UdeA,1.36,12.5333333333
884,Parque de Las Luces II,Primer Parque de Laureles,3.36,19.2
885,Parque de Las Luces II,Otra Banda,1.44,12.8
887,Parque de Las Luces II,Florida Nueva,1.84,14.1333333333
889,Parque de Las Luces II,María Mulata,1.84,14.1333333333
891,Parque de Las Luces II,Batallón,2.48,16.2666666667
892,Parque de Las Luces II,Calle 51 Los Colores,2.64,16.8
895,Parque de Las Luces II,Orquídeas,2.4,16.0
896,Parque de Las Luces II,Santa Teresita,2.72,17.0666666667
897,Parque de Las Luces II,La 65,1.04,11.4666666667
898,Parque de Las Luces II,San Pedro y San Pablo,2.32,15.7333333333
899,Parque de Las Luces II,Parque de Los Mangos,1.44,12.8
900,Parque de Las Luces II,Pedro Nel Gómez,2.32,15.7333333333
901,Parque de Las Luces II,Estadio,1.68,13.6
902,Parque de Las Luces II,Suramericana,1.28,12.2666666667
903,Parque de Las Luces II,Colombia,1.52,13.0666666667
904,Parque de Las Luces II,San Juan,1.44,12.8
907,Parque de Las Luces II,Floresta,2.48,16.2666666667
908,Parque de Las Luces II,Parque de los Enamorados,1.6,13.3333333333
909,Parque de Las Luces II,Salazar y Herrera,2.16,15.2
910,Parque de Las Luces II,Unicentro,1.92,14.4
911,Parque de Las Luces II,Calle 19A Villa Carlota,2.72,17.0666666667
912,Parque de Las Luces II,Politécnico,3.36,19.2
913,Parque de Las Luces II,Telemedellín,2.8,17.3333333333
914,Parque de Las Luces II,Industriales Metro,1.68,13.6
915,Parque de Las Luces II,MAMM,2.32,15.7333333333
916,Parque de Las Luces II,Río Aburrá,1.68,13.6
917,Parque de Las Luces II,Villa Carlota,2.4,16.0
918,Parque de Las Luces II,Ciudad del Río,2.72,17.0666666667
919,Parque de Las Luces II,Industriales Metroplús,1.2,12.0
920,Parque de Las Luces II,Nutibara,2.16,15.2
921,Parque de Las Luces II,Juan Pablo II,3.68,20.2666666667
922,Parque de Las Luces II,Picacha la 76,2.88,17.6
923,Parque de Las Luces II,Parques del río,1.04,11.4666666667
924,Parque de Las Luces II,La 33,2.0,14.6666666667
925,Parque de Las Luces II,Rosales,2.64,16.8
926,Parque de Las Luces II,Maria Luisa Calle,4.72,23.7333333333
927,Parque de Las Luces II,Unidad Deportiva de Belén,2.24,15.4666666667
929,Parque de Las Luces II,Cafetero,2.0,14.6666666667
930,Parque de Las Luces II,Metro Envigado Sur,0.64,10.1333333333
931,Parque de Las Luces II,Metro Envigado Norte,0.8,10.6666666667
932,Parque de Las Luces II,Auxiliar Metro Envigado,0.72,10.4
933,Parque de Las Luces II,La Ultima Estación,0.72,10.4
934,Parque de Las Luces II,Pista de Patinaje,0.72,10.4
935,Parque de Las Luces II,Villas de Vallejuelos,0.88,10.9333333333
936,Parque de Las Luces II,Iglesia Alcalá,0.88,10.9333333333
937,Parque de Las Luces II,Los Urapanes,1.04,11.4666666667
938,Parque de Las Luces II,Parque Débora Arango,0.96,11.2
939,Parque de Las Luces II,Porton de Alcalá,1.12,11.7333333333
940,Parque de Las Luces II,El MUA,1.12,11.7333333333
941,Parque de Las Luces II,Viva Envigado,1.28,12.2666666667
942,Parque de Las Luces II,Guanteros,1.2,12.0
943,Parque de Las Luces II,Envigado Centro,1.36,12.5333333333
944,Parque de Las Luces II,Puente fundadores,0.8,10.6666666667
945,Parque de Las Luces II,Sabaneta Metro,2.08,14.9333333333
946,Parque de Las Luces II,Las Vegas 69 Sur,2.32,15.7333333333
947,Parque de Las Luces II,Santa Ana,2.32,15.7333333333
948,Parque de Las Luces II,Calle Nueva,3.12,18.4
949,Parque de Las Luces II,La Barquereña,2.64,16.8
950,Parque de Las Luces II,Entre amigos,2.72,17.0666666667
951,Parque de Las Luces II,Sabaneta Centro,2.8,17.3333333333
952,Parque de Las Luces II,Aves María,2.96,17.8666666667
953,Parque de Las Luces II,Biblioteca Sabaneta,2.96,17.8666666667
954,Parque de Las Luces II,Parque 4 Elementos,2.48,16.2666666667
955,Parque de Las Luces II,Puente de la 77 Sur,2.96,17.8666666667
958,Parque de Las Luces II,Bahía Ciclovia,1.36,12.5333333333
959,Parque de Las Luces II,Ideas,1.04,11.4666666667
960,Parque de Las Luces II,Parque Itaguí,0.64,10.1333333333
961,Parque de Las Luces II,Metróplus Cami,0.64,10.1333333333
962,Parque de Las Luces II,Doña María,0.96,11.2
963,Parque de Las Luces II,Los Naranjos,0.96,11.2
964,Parque de Las Luces II,Villa Paula,0.96,11.2
965,Parque de Las Luces II,Parque el Artista,1.52,13.0666666667
966,Parque de Las Luces II,Puente pan de Queso I,2.08,14.9333333333
967,Parque de Las Luces II,Puente pan de Queso II,2.08,14.9333333333
968,Parque de Las Luces II,Metro Bello,0.56,9.86666666667
969,Parque de Las Luces II,Parque Bello,0.64,10.1333333333
972,Pies Descalzos I,Moravia,3.6,20.0
973,Pies Descalzos I,Universidad,2.88,17.6
974,Pies Descalzos I,Ruta N,2.4,16.0
975,Pies Descalzos I,Robledo,3.28,18.9333333333
976,Pies Descalzos I,Campus Nacional,1.92,14.4
977,Pies Descalzos I,Dian Alpujarra,0.4,9.33333333333
978,Pies Descalzos I,Distrito Creativo,1.52,13.0666666667
979,Pies Descalzos I,Plaza de La Libertad,0.32,9.06666666667
980,Pies Descalzos I,Parque de Las Luces II,0.56,9.86666666667
981,Pies Descalzos I,Area Metropolitana,0.4,9.33333333333
982,Pies Descalzos I,Plaza Mayor,0.24,8.8
983,Pies Descalzos I,Parque de Las Luces I,0.56,9.86666666667
984,Pies Descalzos I,Pies Descalzos II,0.0,8.0
985,Pies Descalzos I,Málaga,0.72,10.4
986,Pies Descalzos I,Palacé,1.12,11.7333333333
987,Pies Descalzos I,Museo de Antioquia,1.2,12.0
988,Pies Descalzos I,San Antonio,0.8,10.6666666667
989,Pies Descalzos I,Parque Berrio,1.12,11.7333333333
990,Pies Descalzos I,Palacio de la Cultura,1.2,12.0
991,Pies Descalzos I,SIU-UdeA,1.92,14.4
992,Pies Descalzos I,Primer Parque de Laureles,3.92,21.0666666667
993,Pies Descalzos I,Otra Banda,1.2,12.0
995,Pies Descalzos I,Florida Nueva,1.6,13.3333333333
997,Pies Descalzos I,María Mulata,1.6,13.3333333333
999,Pies Descalzos I,Batallón,2.24,15.4666666667
1000,Pies Descalzos I,Calle 51 Los Colores,2.4,16.0
1003,Pies Descalzos I,Orquídeas,2.16,15.2
1004,Pies Descalzos I,Santa Teresita,2.16,15.2
1005,Pies Descalzos I,La 65,0.8,10.6666666667
1006,Pies Descalzos I,San Pedro y San Pablo,2.08,14.9333333333
1007,Pies Descalzos I,Parque de Los Mangos,0.88,10.9333333333
1008,Pies Descalzos I,Pedro Nel Gómez,1.76,13.8666666667
1009,Pies Descalzos I,Estadio,1.44,12.8
1010,Pies Descalzos I,Suramericana,1.04,11.4666666667
1011,Pies Descalzos I,Colombia,1.28,12.2666666667
1012,Pies Descalzos I,San Juan,1.2,12.0
1015,Pies Descalzos I,Floresta,2.24,15.4666666667
1016,Pies Descalzos I,Parque de los Enamorados,1.36,12.5333333333
1017,Pies Descalzos I,Salazar y Herrera,1.92,14.4
1018,Pies Descalzos I,Unicentro,1.36,12.5333333333
1019,Pies Descalzos I,Calle 19A Villa Carlota,2.96,17.8666666667
1020,Pies Descalzos I,Politécnico,3.6,20.0
1021,Pies Descalzos I,Telemedellín,3.04,18.1333333333
1022,Pies Descalzos I,Industriales Metro,1.92,14.4
1023,Pies Descalzos I,MAMM,2.56,16.5333333333
1024,Pies Descalzos I,Río Aburrá,1.92,14.4
1025,Pies Descalzos I,Villa Carlota,2.64,16.8
1026,Pies Descalzos I,Ciudad del Río,2.96,17.8666666667
