,FAMILIA,Nombre común,Nombre científico,X,Y,NUMERO DE TALLOS,CAP_1,CAP_2,CAP_3,CAP_4,CAP_5,SUMATORIA CAP,ALTURA TOTAL,ALTURA DE COPA,DIAMETRO_MAYOR ,DIAMETRO_MENOR,ORIENTACIÒN DE COPA (Punto Cardinal)
177,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.265099,-75.568051,1,0.0,,,,,0.0,0.8,0.5,0.6,0.55,Norte-sur
178,ANACARDIACEAE,Mango,Mangifera indica ,6.264844,-75.568079,4,77.0,74.2,64.6,38.7,,254.5,7.5,1.8,9.5,9.1,Este -oeste
179,OLEACEAE,Urapán,Fraxinus uhdei ,6.264781,-75.5680826,1,202.6,,,,,202.6,14.0,7.0,14.6,13.5,Este -oeste
180,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.264708,-75.5680527,2,6.5,6.3,,,,12.8,1.6,0.8,1.3,1.0,Este -oeste
181,ANACARDIACEAE,Mango,Mangifera indica ,6.264715,-75.5681135,4,55.1,45.5,39.5,28.7,,168.79999999999998,5.2,1.8,6.3,5.9,Este -oeste
182,FABACEAE,Suribio,Zygia longifolia ,6.264747,-75.568142,4,62.0,51.8,40.8,54.2,,208.8,6.5,1.7,16.5,15.9,Norte -sur
183,POLYGONACEAE,Vara santa,Triplaris americana,6.264798,-75.568131,1,132.2,,,,,132.2,14.0,5.6,14.3,11.6,Este -oeste
184,MYRTACEAE,Guayabo,Psidium guajava ,6.264847,-75.56811,3,53.1,44.1,36.7,,,133.9,6.2,2.5,12.6,8.9,Norte -sur
185,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.264873,-75.568139,1,10.4,,,,,10.4,3.5,1.5,3.2,2.9,Norte-sur
186,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.264894,-75.568107,1,96.5,,,,,96.5,12.0,5.5,10.8,7.3,Este -oeste
187,MALVACEAE,Ceiba verde,Pseudobombax septenatum ,6.264946,-75.5681381,1,0.0,,,,,0.0,1.3,0.65,0.75,0.48,Norte-sur
188,MORACEAE,Falso laurel,Ficus benjamina ,6.265013,-75.568155,1,597.4,,,,,597.4,20.0,11.0,23.5,20.9,Este-oeste
189,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265079,-75.56814,1,33.2,,,,,33.2,5.8,3.15,5.2,4.8,Norte-sur
190,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265179,-75.5681228,1,140.2,,,,,140.2,9.5,4.8,9.4,7.6,Norte-sur
191,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265184,-75.5681799,1,113.9,,,,,113.9,12.0,7.5,8.5,8.0,Este-oeste
192,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265066,-75.5681946,1,23.0,,,,,23.0,5.8,1.8,3.8,3.6,Este -oeste
193,FABACEAE,Arizá,Brownea ariza ,6.264881,-75.5681882,1,5.5,,,,,5.5,1.6,0.2,1.9,1.2,Este-oeste
194,SAPOTACEAE,Canistel,Pouteria campechiana,6.264841,-75.5682105,1,7.3,,,,,7.3,3.1,0.5,1.6,1.2,Norte-sur
195,MELIACEAE,Caobo,Swietenia macrophylla ,6.264811,-75.5681857,1,8.1,,,,,8.1,2.9,1.1,0.9,0.8,Norte-sur
196,BORAGINACEAE,Nogal cafetero,Cordia alliodora ,6.264791,-75.568211,1,103.5,,,,,103.5,12.0,0.0,4.5,4.0,Norte-sur
197,POLYGONACEAE,Vara santa,Triplaris americana,6.26475,-75.568202,1,121.2,,,,,121.2,12.0,8.5,12.6,11.9,Este -oeste
198,POLYGONACEAE,Vara santa,Triplaris americana,6.26472,-75.5681804,1,128.4,,,,,128.4,11.0,5.0,13.5,8.6,Este-oeste
199,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.26472,-75.56821,2,115.6,90.0,,,,205.6,6.5,3.8,11.2,9.6,Este -oeste
200,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.264723,-75.568242,1,44.2,,,,,44.2,6.2,2.7,5.9,5.6,Norte-sur
201,POLYGONACEAE,Vara santa,Triplaris americana,6.26483,-75.5682516,2,115.0,94.0,,,,209.0,13.0,3.5,15.2,8.9,Norte-sur
202,FABACEAE,Carmín,Senna siamea ,6.264923,-75.5682488,1,161.1,,,,,161.1,14.0,6.0,18.5,14.2,Este -oeste
203,MELIACEAE,Caobo,Swietenia macrophylla ,6.265056,-75.5682517,1,202.9,,,,,202.9,10.0,5.0,9.2,9.0,Este-oeste
204,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265199,-75.5682379,1,103.5,,,,,103.5,10.0,5.5,12.1,7.4,Norte -sur
205,FABACEAE,Búcaro,Erythrina fusca ,6.26521,-75.56829,1,120.2,,,,,120.2,10.0,3.5,7.6,6.9,Este -oeste
206,RUTACEAE,Azahar de la india,Murraya paniculata,6.265105,-75.568289,5,24.1,22.5,20.4,20.2,20.1,107.30000000000001,4.5,0.9,5.8,5.5,Este -oeste
207,SAPINDACEAE,Iguano,Dilodendron costaricense,6.264872,-75.5682675,1,117.5,,,,,117.5,14.0,5.0,15.2,10.6,Este -oeste
208,POLYGONACEAE,Vara santa,Triplaris americana,6.264756,-75.5682709,1,83.0,,,,,83.0,10.0,5.6,8.9,8.4,Norte -sur
209,APOCYNACEAE,Carreto,Aspidosperma spruceanum ,6.264764,-75.568327,1,35.7,,,,,35.7,6.8,1.4,6.5,6.1,Norte-sur
210,BIGNONIACEAE,Guayacán peludo,Handroanthus chrysotrichus,6.264801,-75.5683244,1,35.5,,,,,35.5,5.0,0.6,4.6,3.6,Norte-sur
211,URTICACEAE,Yarumo,Cecropia sp. ,6.264838,-75.5683235,1,78.3,,,,,78.3,15.0,12.0,5.3,5.0,Norte -sur
212,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.264891,-75.5683238,1,27.3,,,,,27.3,5.8,1.2,8.6,7.9,Este-oeste
213,MORACEAE,Falso laurel,Ficus benjamina ,6.265038,-75.5683307,1,703.4,,,,,703.4,19.0,5.0,25.5,19.5,Norte -sur
214,EUPHORBIACEAE,Ceiba tronadora,Hura crepitans ,6.265193,-75.5683819,1,61.8,,,,,61.8,5.8,3.2,7.5,5.6,Norte-sur
215,FABACEAE,Samán,Samanea saman ,6.265199,-75.5684323,1,190.2,,,,,190.2,10.0,6.0,22.1,12.6,Este -oeste
216,LAURACEAE,Aguacate,Persea americana ,6.2651247,-75.568428,1,0.0,,,,,0.0,0.9,0.6,1.1,0.7,Este -oeste
217,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.264964,-75.5684309,1,101.8,,,,,101.8,15.0,9.0,5.2,4.15,Este-oeste
218,FABACEAE,Ébano,Caesalpinia ebano ,6.264883,-75.5684125,1,209.3,,,,,209.3,20.0,8.0,23.4,22.6,Norte-sur
219,POLYGONACEAE,Vara santa,Triplaris americana,6.264836,-75.568434,1,109.5,,,,,109.5,14.0,8.0,11.5,10.3,Norte-sur
220,MELIACEAE,Caobo,Swietenia macrophylla ,6.264794,-75.5684056,1,9.5,,,,,9.5,2.8,0.9,1.15,0.9,Norte-sur
221,SAPINDACEAE,Chumbimbo,Sapindus saponaria ,6.264753,-75.5684249,1,75.7,,,,,75.7,6.0,3.0,10.8,6.8,Este -oeste
222,ARECACEAE,Palma de coco,Cocos nucifera ,6.26475,-75.568466,1,72.2,,,,,72.2,6.0,3.5,6.2,5.1,Norte-sur
223,MYRTACEAE,Eucalipto,Eucalyptus saligna,6.264801,-75.5684945,1,319.2,,,,,319.2,20.0,9.0,23.6,17.9,Norte-sur
224,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.264842,-75.5685078,1,48.2,,,,,48.2,8.0,0.0,0.0,0.0,Norte-sur
225,FABACEAE,Cedro amarillo,Albizia guachapele ,6.264795,-75.5685559,1,28.2,,,,,28.2,4.2,2.4,5.2,3.9,Norte-sur
226,MALVACEAE,Cacao de monte,Pachira speciosa,6.264782,-75.5686078,1,82.9,,,,,82.9,7.8,2.5,7.4,7.0,Norte-sur
227,MALVACEAE,Ceiba verde,Pseudobombax septenatum ,6.2648234,-75.5685864,1,0.0,,,,,0.0,1.3,0.45,0.56,0.35,Norte-sur
228,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.2648693,-75.568585,1,159.2,,,,,159.2,8.5,2.5,12.6,9.3,Este -oeste
229,MELIACEAE,Cedro,Cedrela odorata ,6.264923,-75.5685812,1,104.8,,,,,104.8,14.0,10.0,5.8,5.5,Norte-sur
230,MELIACEAE,Caobo,Swietenia macrophylla ,6.264974,-75.5685594,1,84.3,,,,,84.3,10.0,3.8,11.2,9.3,Norte-sur
231,MORACEAE,Falso laurel,Ficus benjamina ,6.265072,-75.5685073,2,442.4,356.2,,,,798.5999999999999,21.0,8.0,20.3,19.7,Este-oeste
232,ROSACEAE,Níspero del Japón,Eriobotrya japonica,6.265138,-75.568526,1,50.2,,,,,50.2,6.5,1.5,5.1,4.6,Norte-sur
233,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265197,-75.5685152,1,131.8,,,,,131.8,12.0,8.0,11.2,8.4,Norte-sur
234,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.265193,-75.5685722,2,207.8,71.7,,,,279.5,16.0,3.3,15.8,14.7,Norte-sur
235,ARECACEAE,Palma real,Roystonea regia ,6.26521,-75.56864,1,143.4,,,,,143.4,15.0,11.0,9.5,9.0,Norte-sur
236,ANACARDIACEAE,Mango,Mangifera indica ,6.26515,-75.5686513,1,50.8,,,,,50.8,5.0,1.3,4.8,4.1,Norte -sur
237,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2651,-75.5686407,1,87.0,,,,,87.0,10.5,5.0,10.6,7.3,Este -oeste
238,CLUSIACEAE,Madroño,Garcinia madruno,6.26503,-75.5686201,3,60.7,45.1,39.2,,,145.0,10.0,1.7,8.1,7.4,Este-oeste
239,OLEACEAE,Urapán,Fraxinus uhdei ,6.26496,-75.56861,1,236.8,,,,,236.8,18.0,8.0,18.4,14.8,Norte-sur
240,OLEACEAE,Urapán,Fraxinus uhdei ,6.26491,-75.56863,1,99.8,,,,,99.8,9.5,5.0,12.6,9.3,Este -oeste
241,LAMIACEAE,Teca,Tectona grandis ,6.26487,-75.56863,1,124.4,,,,,124.4,13.0,3.2,7.5,6.3,Norte-sur
242,URTICACEAE,Yarumo,Cecropia sp. ,6.2648267,-75.5686521,1,0.0,,,,,0.0,1.28,0.9,0.5,0.28,Norte-sur
243,MYRTACEAE,Eucalipto,Eucalyptus sp. ,6.26481,-75.56869,1,387.2,,,,,387.2,19.0,11.0,20.6,15.7,Este -oeste
244,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.26489,-75.56871,1,21.8,,,,,21.8,5.0,1.8,4.15,4.0,Este -oeste
245,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.264964,-75.5687059,1,183.2,,,,,183.2,16.0,9.0,8.6,7.9,Norte-sur
246,MORACEAE,Falso laurel,Ficus benjamina ,6.265081,-75.5686988,2,398.2,183.2,,,,581.4,20.0,8.0,22.8,20.6,Norte-sur
247,FABACEAE,Búcaro,Erythrina fusca ,6.265218,-75.5687094,3,111.9,118.8,99.0,,,329.7,12.0,3.4,16.88,14.3,Este -oeste
248,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.2651,-75.56875,1,0.0,,,,,0.0,0.98,0.32,0.9,0.7,Norte-sur
249,LECYTHIDACEAE,Almanegra,Gustavia dubia,6.26504,-75.56877,2,11.9,8.1,,,,20.0,3.0,0.9,3.5,3.1,Este -oeste
250,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.26491,-75.56874,2,79.8,62.4,,,,142.2,9.2,1.7,7.9,7.8,Este -oeste
251,COMBRETACEAE,Terminalia,Terminalia ivorensis,6.264802,-75.5687359,1,63.8,,,,,63.8,12.0,8.5,9.7,9.6,Norte-sur
252,MALVACEAE,Ceiba verde,Pseudobombax septenatum ,6.264812,-75.5687675,1,0.0,,,,,0.0,0.79,0.5,0.56,0.38,Norte-sur
253,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.264828,-75.5687983,1,183.8,,,,,183.8,15.0,9.0,12.3,11.6,Este -oeste
254,OLEACEAE,Urapán,Fraxinus uhdei ,6.264822,-75.568843,1,195.3,,,,,195.3,14.0,4.0,15.2,14.6,Norte-sur
255,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.264892,-75.5688334,1,58.0,,,,,58.0,12.0,8.0,9.8,8.9,Norte-sur
256,FABACEAE,Lomo de caimán,Platypodium elegans ,6.264994,-75.5688497,1,50.2,,,,,50.2,9.8,5.5,8.3,8.15,Este -oeste
257,BIGNONIACEAE,Guayacán amarillo,Handroanthus chrysanthus,6.2651713,-75.56878,1,55.3,,,,,55.3,7.6,3.2,9.2,8.4,Este -oeste
258,ARECACEAE,Palma payanesa,Archontophoenix cunninghamiana,6.2652774,-75.5689639,1,0.0,,,,,0.0,1.4,1.0,0.95,0.65,Este-oeste
259,FABACEAE,Búcaro,Erythrina fusca ,6.265268,-75.5689066,1,255.9,,,,,255.9,13.0,6.0,18.2,14.7,Este -oeste
260,MYRTACEAE,Guayabo,Psidium guajava ,6.265152,-75.5688388,2,82.0,48.0,,,,130.0,8.6,3.7,12.8,10.9,Este -oeste
261,MORACEAE,Falso laurel,Ficus benjamina ,6.2651007,-75.5688,1,618.0,,,,,618.0,22.0,3.2,28.6,22.9,Este -oeste
262,MORACEAE,Falso laurel,Ficus benjamina ,6.2649573,-75.568918,1,411.3,,,,,411.3,19.0,6.8,19.8,18.7,Norte-sur
263,MYRTACEAE,Eucalipto,Eucalyptus sp. ,6.26487,-75.5689737,1,254.8,,,,,254.8,19.0,10.0,21.3,17.4,Este -oeste
264,RUTACEAE,Naranjo,Citrus sinensis ,6.264916,-75.5690264,4,43.7,35.5,21.8,39.0,,140.0,5.8,0.0,5.0,4.0,Este -oeste
265,MYRTACEAE,Eucalipto,Eucalyptus sp. ,6.26499,-75.5690079,1,328.4,,,,,328.4,18.0,8.0,16.8,16.0,Norte-sur
266,OLEACEAE,Urapán,Fraxinus uhdei ,6.26516,-75.5689655,1,118.8,,,,,118.8,11.0,4.5,14.6,12.9,Norte-sur
267,COMBRETACEAE,Terminalia,Terminalia ivorensis,6.265206,-75.5689664,1,138.0,,,,,138.0,14.0,5.5,15.8,14.3,Norte -sur
268,MYRTACEAE,Guayabo,Psidium guajava ,6.2652853,-75.5690515,3,38.8,28.5,32.4,,,99.69999999999999,4.0,1.7,6.5,4.1,Norte-sur
269,ARECACEAE,Palma payanesa,Archontophoenix cunninghamiana,6.265152,-75.5690357,1,0.0,,,,,0.0,1.25,0.4,0.86,0.6,Este-oeste
270,MORACEAE,Falso laurel,Ficus benjamina ,6.265082,-75.5690366,4,330.2,231.0,122.8,128.8,,812.8,18.0,3.0,19.5,17.4,Este -oeste
271,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.265031,-75.5690585,1,0.0,,,,,0.0,0.85,0.7,0.6,0.4,Este -oeste
272,LAMIACEAE,Teca,Tectona grandis ,6.264988,-75.5690575,1,63.5,,,,,63.5,11.0,4.5,7.6,7.2,Este -oeste
273,FABACEAE,Acacia amarilla,Caesalpinia pluviosa,6.264945,-75.5690644,2,103.0,68.2,,,,171.2,11.8,7.0,15.6,13.8,Norte-sur
274,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.2649367,-75.569122,1,15.0,,,,,15.0,4.0,1.88,1.8,1.2,Norte-sur
275,FABACEAE,Lomo de caimán,Platypodium elegans ,6.26498,-75.5691087,1,46.0,,,,,46.0,10.0,6.0,10.2,8.5,Este -oeste
276,FABACEAE,Acacia amarilla,Caesalpinia pluviosa,6.265006,-75.5691876,1,30.9,,,,,30.9,6.0,0.0,1.0,1.0,Norte -sur
277,RHAMNACEAE,Cabo de hacha,Rhamnus goudotiana,6.2650253,-75.569104,1,32.9,,,,,32.9,5.0,2.1,6.3,5.9,Este -oeste
278,LAMIACEAE,Teca,Tectona grandis ,6.265069,-75.5691179,1,130.0,,,,,130.0,12.0,4.8,14.9,13.5,Norte-sur
279,COMBRETACEAE,Terminalia,Terminalia ivorensis,6.265067,-75.5692074,1,75.2,,,,,75.2,16.0,12.0,9.5,9.2,Este -oeste
280,MORACEAE,Falso laurel,Ficus benjamina ,6.265094,-75.5692768,1,201.1,,,,,201.1,18.0,3.8,24.8,18.8,Este -oeste
281,ANACARDIACEAE,Mango,Mangifera indica ,6.265126,-75.5691833,2,10.4,7.5,,,,17.9,2.1,1.3,2.0,1.6,Este -oeste
282,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.265164,-75.569209,1,95.2,,,,,95.2,11.0,2.4,15.8,15.1,Este -oeste
283,ANACARDIACEAE,Mango,Mangifera indica ,6.265202,-75.5692015,5,52.0,44.0,41.5,45.0,36.2,218.7,5.5,2.0,7.5,6.9,Este -oeste
284,FABACEAE,Samán,Samanea saman ,6.265248,-75.5691931,1,96.7,,,,,96.7,7.6,5.5,16.2,14.3,Este -oeste
285,ANACARDIACEAE,Mango,Mangifera indica ,6.265292,-75.5691283,3,58.7,43.3,37.6,,,139.6,5.8,2.3,6.8,6.4,Norte-sur
286,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265244,-75.5693143,1,163.8,,,,,163.8,14.0,5.5,15.6,14.9,Este -oeste
287,ARECACEAE,Palma chonta,Acrocomia aculeata,6.265136,-75.5693293,1,124.1,,,,,124.1,11.0,7.5,6.2,6.0,Norte-sur
288,MORACEAE,Falso laurel,Ficus benjamina ,6.26518,-75.5694226,1,503.6,,,,,503.6,21.0,5.5,26.5,25.0,Este -oeste
289,ANACARDIACEAE,Mango,Mangifera indica ,6.265259,-75.5694159,2,66.0,48.0,,,,114.0,5.8,2.1,6.1,5.3,Norte-sur
290,ANACARDIACEAE,Mango,Mangifera indica ,6.265318,-75.5694521,3,69.0,48.0,42.3,,,159.3,5.5,2.2,6.8,6.0,Norte -sur
291,SAPINDACEAE,Mamoncillo,Melicoccus bijugatus ,6.26526,-75.5694912,1,143.7,,,,,143.7,10.0,3.5,14.6,12.5,Norte-sur
292,FABACEAE,Gualanday,Jacaranda mimosifolia ,6.265208,-75.5694961,3,58.3,54.1,48.0,,,160.4,6.8,2.0,11.5,8.7,Norte-sur
293,MORACEAE,Falso laurel,Ficus benjamina ,6.265122,-75.5695446,2,654.2,223.5,,,,877.7,21.0,6.8,28.4,23.6,Norte-sur
294,MORACEAE,Falso laurel,Ficus benjamina ,6.265033,-75.5696057,2,128.8,274.6,,,,403.40000000000003,14.0,5.0,18.6,14.3,Norte-sur
295,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.265002,-75.5696697,1,35.4,,,,,35.4,5.8,1.2,5.3,3.5,Este -oeste
296,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.265094,-75.5696608,1,47.0,,,,,47.0,5.0,1.5,5.4,4.9,Este -oeste
297,MALVACEAE,Ceiba pentandra,Ceiba pentandra ,6.265177,-75.5696141,1,163.2,,,,,163.2,8.0,3.4,11.2,7.8,Norte-sur
298,CLUSIACEAE,Madroño,Garcinia madruno,6.265269,-75.5695863,1,71.1,,,,,71.1,10.0,4.3,6.2,5.9,Este -oeste
299,ARECACEAE,Palma areca,Dypsis lutescens,6.265284,-75.5696308,3,31.2,26.7,26.0,,,83.9,6.5,3.8,8.2,7.5,Este -oeste
300,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.265034,-75.5697224,1,21.0,,,,,21.0,7.5,4.3,6.0,4.8,Este -oeste
301,BIGNONIACEAE,Guayacán rosado,Tabebuia rosea ,6.264958,-75.5697261,1,81.5,,,,,81.5,10.0,4.5,9.8,6.8,Norte-sur
302,BURSERACEAE,Indio desnudo,Bursera simaruba,6.265084,-75.5697355,1,72.6,,,,,72.6,8.0,5.0,7.8,7.5,Norte-sur
303,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265201,-75.5696934,1,284.7,,,,,284.7,16.0,10.0,13.5,13.0,Norte -sur
304,MORACEAE,Falso laurel,Ficus benjamina ,6.265334,-75.5697002,1,427.5,,,,,427.5,20.0,7.0,25.6,22.8,Norte-sur
305,MYRTACEAE,Grosello,Eugenia uniflora,6.2653307,-75.569729,5,34.5,15.0,14.8,14.5,13.8,92.6,6.1,0.15,7.2,6.9,Este -oeste
306,OLEACEAE,Urapán,Fraxinus uhdei ,6.265273,-75.5697448,1,193.8,,,,,193.8,17.0,9.0,20.9,18.5,Norte-sur
307,RUTACEAE,Mandarino,Citrus nobilis ,6.2651307,-75.56978,5,35.1,34.7,34.2,26.5,15.0,145.5,5.2,1.3,5.2,5.0,Norte-sur
308,FABACEAE,Ébano,Caesalpinia ebano ,6.265041,-75.5697861,1,183.0,,,,,183.0,14.0,6.0,25.9,21.8,Este -oeste
309,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265003,-75.5698484,1,158.6,,,,,158.6,17.0,14.0,10.5,10.0,Norte-sur
310,POLYGONACEAE,Guacamayo,Triplaris weigeltiana,6.265068,-75.5698805,1,30.1,,,,,30.1,6.8,2.8,4.2,4.0,Este -oeste
311,RUTACEAE,Limón,Citrus sp.,6.265125,-75.5698668,3,5.2,3.9,3.8,,,12.899999999999999,1.6,0.3,1.2,1.0,Este -oeste
312,FABACEAE,Acacia ferrugínea,Peltophorum ferrugineum ,6.265196,-75.5698405,1,96.5,,,,,96.5,14.0,5.0,11.2,9.8,Norte-sur
313,MALPIGHIACEAE,Confite,Bunchosia armeniaca ,6.2651547,-75.56985,4,40.5,30.2,22.0,17.3,,110.0,6.8,2.2,4.2,3.9,Este -oeste
314,FABACEAE,Casco de vaca blanco,Bahuinia picta,6.26526,-75.5698344,1,117.0,,,,,117.0,11.0,2.6,7.8,7.15,Norte-sur
315,FABACEAE,Chocho,Ormosia colombiana ,6.265304,-75.5698203,1,43.5,,,,,43.5,7.2,2.6,11.5,8.3,Norte-sur
316,ANACARDIACEAE,Ciruelo,Spondias purpurea ,6.265334,-75.5698002,1,99.0,,,,,99.0,7.6,4.0,8.6,5.8,Este -oeste
317,FABACEAE,Acacia amarilla,Caesalpinia pluviosa,6.265351,-75.5698501,4,48.8,40.0,32.5,35.1,,156.4,7.8,5.2,9.8,7.4,Norte-sur
318,FABACEAE,Suribio,Zygia longifolia ,6.265328,-75.5698969,1,142.7,,,,,142.7,8.2,3.5,20.1,14.3,Norte -sur
319,MYRTACEAE,Guayabo,Psidium guajava ,6.265238,-75.5698904,1,42.2,,,,,42.2,8.0,3.2,5.9,5.3,Este -oeste
320,MORACEAE,Falso laurel,Ficus benjamina ,6.265176,-75.5699038,1,405.0,,,,,405.0,17.0,4.0,18.9,17.6,Este -oeste
321,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.265123,-75.5699155,1,46.7,,,,,46.7,7.5,4.0,8.15,7.9,Norte-sur
322,RUTACEAE,Naranjo,Citrus sinensis ,6.265086,-75.5699239,3,6.5,4.5,4.4,,,15.4,2.2,0.5,1.2,1.0,Norte-sur
323,ANNONACEAE,Guanábano,Annona muricata ,6.265001,-75.5699272,1,12.0,,,,,12.0,3.5,1.4,1.9,1.6,Norte -sur
324,ANACARDIACEAE,Mango,Mangifera indica ,6.265065,-75.5699833,1,87.3,,,,,87.3,5.0,1.8,7.6,6.8,Este -oeste
325,ANNONACEAE,Guanábano,Annona muricata ,6.26513,-75.5699813,1,17.0,,,,,17.0,4.2,1.1,1.6,1.5,Norte -sur
326,OLEACEAE,Urapán,Fraxinus uhdei ,6.265151,-75.5699894,1,211.5,,,,,211.5,16.0,9.0,18.6,12.5,Norte-sur
327,MELIACEAE,Caobo,Swietenia macrophylla ,6.265186,-75.5700046,1,128.2,,,,,128.2,16.0,3.5,16.8,16.5,Norte-sur
328,MYRTACEAE,Grosello,Eugenia uniflora,6.265236,-75.5699983,3,4.6,4.5,4.0,,,13.1,1.5,1.2,1.3,0.8,Este -oeste
329,LECYTHIDACEAE,Abarco,Cariniana pyriformis ,6.265286,-75.5699812,1,20.8,,,,,20.8,5.8,3.8,4.5,4.3,Este -oeste
330,POLYGONACEAE,Vara santa,Triplaris americana,6.265314,-75.5699947,1,61.4,,,,,61.4,10.0,4.2,14.6,8.9,Norte-sur
331,MALVACEAE,Cacao de monte,Pachira speciosa,6.2653627,-75.569979,1,78.8,,,,,78.8,6.0,2.3,7.2,6.8,Este -oeste
332,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265383,-75.5700418,2,108.5,84.7,,,,193.2,12.0,6.8,15.8,10.9,Este -oeste
333,FABACEAE,Acacia amarilla,Caesalpinia pluviosa,6.265278,-75.5700289,5,70.5,60.5,48.3,55.4,60.7,295.40000000000003,12.0,4.0,17.5,16.9,Este -oeste
334,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265162,-75.5700843,1,227.3,,,,,227.3,16.0,10.0,23.8,19.5,Este -oeste
335,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265016,-75.5700592,1,86.5,,,,,86.5,13.0,8.0,8.6,8.1,Norte-sur
336,MORACEAE,Falso laurel,Ficus benjamina ,6.265046,-75.570129,1,230.0,,,,,230.0,18.0,3.5,18.6,15.9,Este -oeste
337,OLEACEAE,Urapán,Fraxinus uhdei ,6.265105,-75.5701183,1,146.7,,,,,146.7,15.0,5.5,16.8,14.9,Norte -sur
338,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.26527,-75.5700928,2,72.3,62.0,,,,134.3,10.5,5.0,11.5,7.6,Norte-sur
339,MORACEAE,Falso laurel,Ficus benjamina ,6.265326,-75.5701166,1,483.2,,,,,483.2,21.0,4.0,28.8,21.4,Este -oeste
340,MALVACEAE,Cacao de monte,Pachira speciosa,6.265377,-75.5700877,1,47.1,,,,,47.1,5.0,2.2,5.3,5.1,Este -oeste
341,MALVACEAE,Cacao de monte,Pachira speciosa,6.265362,-75.5701491,1,73.2,,,,,73.2,9.6,1.9,7.6,6.9,Norte-sur
342,MALVACEAE,Cacao de monte,Pachira speciosa,6.265313,-75.5701782,1,97.9,,,,,97.9,10.0,2.5,8.6,5.3,Este -oeste
343,MALVACEAE,Cacao de monte,Pachira speciosa,6.265196,-75.570155,1,74.1,,,,,74.1,7.6,2.7,6.2,5.9,Este -oeste
344,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.26511,-75.5701894,1,126.8,,,,,126.8,12.5,9.6,8.3,6.9,Norte -sur
345,OLEACEAE,Urapán,Fraxinus uhdei ,6.265122,-75.5702539,1,135.0,,,,,135.0,12.0,5.8,10.6,7.0,Este -oeste
346,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265164,-75.5702617,1,126.1,,,,,126.1,13.0,8.0,20.3,13.6,Norte-sur
347,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.265208,-75.5702749,2,11.1,7.8,,,,18.9,2.7,1.4,2.1,1.5,Norte-sur
348,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265256,-75.5702351,1,168.2,,,,,168.2,15.0,7.0,19.6,15.3,Norte-sur
349,BIGNONIACEAE,Tulipán africano,Spathodea campanulata ,6.265322,-75.5702256,1,93.5,,,,,93.5,10.0,8.0,5.9,5.8,Norte-sur
350,MELIACEAE,Cedro,Cedrela odorata ,6.265371,-75.5702449,1,101.9,,,,,101.9,18.0,10.0,8.6,7.9,Norte-sur
351,FABACEAE,Cámbulo,Erythrina poeppigiana ,6.265338,-75.5703057,1,146.8,,,,,146.8,15.0,6.5,13.8,8.6,Norte-sur
